count(Paper);Country 1;Country 2;Journal;Category
3;Germany;United States;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
1;Greece;Iran;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
1;Greece;Kuwait;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
1;Greece;Mexico;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
1;Greece;Poland;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
3;Greece;Russia;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
4;Greece;United Kingdom;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
11;Greece;United States;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
1;Hungary;Japan;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
4;Hungary;Romania;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
1;Iceland;United Kingdom;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
25;India;Malaysia;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
3;India;Netherlands;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
4;India;Poland;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
5;India;Russia;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
3;India;Saudi Arabia;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
2;India;South Africa;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
1;India;Tanzania;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
5;India;United Kingdom;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
14;India;United States;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
3;Iran;United States;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
1;Israel;Spain;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
2;Israel;United States;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
2;Italy;Norway;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
4;Italy;Russia;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
7;Italy;Spain;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
1;Italy;United Kingdom;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
1;Italy;United States;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
3;Japan;Poland;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
1;Japan;Romania;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
4;Japan;Russia;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
6;Japan;Taiwan;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
2;Japan;United Kingdom;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
5;Japan;United States;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
1;Lebanon;United States;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
1;Macao;Macau;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
4;Macedonia (FYROM);North Macedonia;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
2;Malaysia;Netherlands;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
2;Mexico;United States;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
2;Netherlands;Spain;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
1;Netherlands;United States;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
3;Norway;United States;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
2;Pakistan;United Kingdom;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
1;Poland;Russia;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
5;Poland;Saudi Arabia;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
1;Poland;United Kingdom;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
7;Poland;United States;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
2;Portugal;Romania;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
2;Romania;Ukraine;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
5;Romania;United States;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
7;Russia;South Korea;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
6;Russia;Taiwan;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
4;Russia;Tajikistan;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
1;Russia;United Kingdom;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
4;Russia;United States;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
2;Russia;Uzbekistan;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
6;Saudi Arabia;Tunisia;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
1;Saudi Arabia;United Kingdom;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
5;Saudi Arabia;United States;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
4;South Korea;Taiwan;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
4;South Korea;United States;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
3;Spain;United States;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
1;Spain;Venezuela;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
7;Sweden;United States;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
4;Taiwan;United States;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
5;Ukraine;United States;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
2;United Arab Emirates;United States;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
2;United Kingdom;United States;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
2;United Kingdom;Venezuela;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
20;United States;Venezuela;Journal of Computational Methods in Sciences and Engineering;Computer & Communication Sciences
2;Australia;Canada;Journal of Computer Security;Computer & Communication Sciences
20;Australia;China;Journal of Computer Security;Computer & Communication Sciences
2;Australia;Hong Kong;Journal of Computer Security;Computer & Communication Sciences
2;Australia;India;Journal of Computer Security;Computer & Communication Sciences
1;Australia;Japan;Journal of Computer Security;Computer & Communication Sciences
1;Australia;Luxembourg;Journal of Computer Security;Computer & Communication Sciences
14;Australia;Singapore;Journal of Computer Security;Computer & Communication Sciences
3;Australia;Spain;Journal of Computer Security;Computer & Communication Sciences
1;Australia;Sweden;Journal of Computer Security;Computer & Communication Sciences
4;Australia;United Kingdom;Journal of Computer Security;Computer & Communication Sciences
6;Australia;United States;Journal of Computer Security;Computer & Communication Sciences
4;Austria;Canada;Journal of Computer Security;Computer & Communication Sciences
6;Austria;France;Journal of Computer Security;Computer & Communication Sciences
9;Austria;Germany;Journal of Computer Security;Computer & Communication Sciences
5;Austria;Italy;Journal of Computer Security;Computer & Communication Sciences
1;Austria;Switzerland;Journal of Computer Security;Computer & Communication Sciences
1;Austria;United Kingdom;Journal of Computer Security;Computer & Communication Sciences
4;Austria;United States;Journal of Computer Security;Computer & Communication Sciences
2;Belgium;France;Journal of Computer Security;Computer & Communication Sciences
7;Belgium;Germany;Journal of Computer Security;Computer & Communication Sciences
2;Belgium;Italy;Journal of Computer Security;Computer & Communication Sciences
2;Belgium;Netherlands;Journal of Computer Security;Computer & Communication Sciences
1;Belgium;Norway;Journal of Computer Security;Computer & Communication Sciences
3;Belgium;Sweden;Journal of Computer Security;Computer & Communication Sciences
3;Belgium;Switzerland;Journal of Computer Security;Computer & Communication Sciences
6;Belgium;Turkey;Journal of Computer Security;Computer & Communication Sciences
1;Belgium;United States;Journal of Computer Security;Computer & Communication Sciences
3;Brazil;Croatia;Journal of Computer Security;Computer & Communication Sciences
3;Brazil;France;Journal of Computer Security;Computer & Communication Sciences
3;Brazil;Germany;Journal of Computer Security;Computer & Communication Sciences
2;Brazil;Italy;Journal of Computer Security;Computer & Communication Sciences
6;Brazil;Russia;Journal of Computer Security;Computer & Communication Sciences
2;Brazil;Saudi Arabia;Journal of Computer Security;Computer & Communication Sciences
3;Brazil;United Kingdom;Journal of Computer Security;Computer & Communication Sciences
9;Brazil;United States;Journal of Computer Security;Computer & Communication Sciences
1;Bulgaria;United Kingdom;Journal of Computer Security;Computer & Communication Sciences
3;Canada;China;Journal of Computer Security;Computer & Communication Sciences
6;Canada;France;Journal of Computer Security;Computer & Communication Sciences
8;Canada;Germany;Journal of Computer Security;Computer & Communication Sciences
2;Canada;India;Journal of Computer Security;Computer & Communication Sciences
2;Canada;Italy;Journal of Computer Security;Computer & Communication Sciences
1;Canada;Norway;Journal of Computer Security;Computer & Communication Sciences
2;Canada;Saudi Arabia;Journal of Computer Security;Computer & Communication Sciences
1;Canada;Singapore;Journal of Computer Security;Computer & Communication Sciences
1;Canada;Spain;Journal of Computer Security;Computer & Communication Sciences
1;Canada;Switzerland;Journal of Computer Security;Computer & Communication Sciences
2;Canada;United Arab Emirates;Journal of Computer Security;Computer & Communication Sciences
2;Canada;United Kingdom;Journal of Computer Security;Computer & Communication Sciences
22;Canada;United States;Journal of Computer Security;Computer & Communication Sciences
2;China;Greece;Journal of Computer Security;Computer & Communication Sciences
2;China;Hong Kong;Journal of Computer Security;Computer & Communication Sciences
1;China;Japan;Journal of Computer Security;Computer & Communication Sciences
13;China;Singapore;Journal of Computer Security;Computer & Communication Sciences
2;China;Spain;Journal of Computer Security;Computer & Communication Sciences
35;China;United States;Journal of Computer Security;Computer & Communication Sciences
1;Colombia;India;Journal of Computer Security;Computer & Communication Sciences
1;Colombia;Singapore;Journal of Computer Security;Computer & Communication Sciences
2;Colombia;Sweden;Journal of Computer Security;Computer & Communication Sciences
2;Croatia;Germany;Journal of Computer Security;Computer & Communication Sciences
4;Croatia;Russia;Journal of Computer Security;Computer & Communication Sciences
1;Croatia;Saudi Arabia;Journal of Computer Security;Computer & Communication Sciences
2;Croatia;United Kingdom;Journal of Computer Security;Computer & Communication Sciences
5;Croatia;United States;Journal of Computer Security;Computer & Communication Sciences
3;Denmark;France;Journal of Computer Security;Computer & Communication Sciences
5;Denmark;Italy;Journal of Computer Security;Computer & Communication Sciences
2;Denmark;Luxembourg;Journal of Computer Security;Computer & Communication Sciences
1;Denmark;United Kingdom;Journal of Computer Security;Computer & Communication Sciences
1;Estonia;Finland;Journal of Computer Security;Computer & Communication Sciences
2;Estonia;Germany;Journal of Computer Security;Computer & Communication Sciences
1;Estonia;Greece;Journal of Computer Security;Computer & Communication Sciences
1;Finland;Germany;Journal of Computer Security;Computer & Communication Sciences
11;France;Germany;Journal of Computer Security;Computer & Communication Sciences
2;France;India;Journal of Computer Security;Computer & Communication Sciences
6;France;Italy;Journal of Computer Security;Computer & Communication Sciences
3;France;Luxembourg;Journal of Computer Security;Computer & Communication Sciences
6;France;Netherlands;Journal of Computer Security;Computer & Communication Sciences
3;France;Portugal;Journal of Computer Security;Computer & Communication Sciences
2;France;Qatar;Journal of Computer Security;Computer & Communication Sciences
4;France;Spain;Journal of Computer Security;Computer & Communication Sciences
5;France;Switzerland;Journal of Computer Security;Computer & Communication Sciences
4;France;Turkey;Journal of Computer Security;Computer & Communication Sciences
35;France;United Kingdom;Journal of Computer Security;Computer & Communication Sciences
18;France;United States;Journal of Computer Security;Computer & Communication Sciences
11;Germany;Greece;Journal of Computer Security;Computer & Communication Sciences
4;Germany;India;Journal of Computer Security;Computer & Communication Sciences
2;Germany;Italy;Journal of Computer Security;Computer & Communication Sciences
2;Germany;Netherlands;Journal of Computer Security;Computer & Communication Sciences
4;Germany;Russia;Journal of Computer Security;Computer & Communication Sciences
1;Germany;Saudi Arabia;Journal of Computer Security;Computer & Communication Sciences
1;Germany;Sweden;Journal of Computer Security;Computer & Communication Sciences
7;Germany;Switzerland;Journal of Computer Security;Computer & Communication Sciences
16;Germany;United Kingdom;Journal of Computer Security;Computer & Communication Sciences
27;Germany;United States;Journal of Computer Security;Computer & Communication Sciences
3;Greece;Italy;Journal of Computer Security;Computer & Communication Sciences
3;Greece;United States;Journal of Computer Security;Computer & Communication Sciences
1;Hong Kong;Switzerland;Journal of Computer Security;Computer & Communication Sciences
6;Hong Kong;United States;Journal of Computer Security;Computer & Communication Sciences
2;Hungary;Switzerland;Journal of Computer Security;Computer & Communication Sciences
1;India;Italy;Journal of Computer Security;Computer & Communication Sciences
1;India;Singapore;Journal of Computer Security;Computer & Communication Sciences
2;India;Sweden;Journal of Computer Security;Computer & Communication Sciences
4;India;United Kingdom;Journal of Computer Security;Computer & Communication Sciences
22;India;United States;Journal of Computer Security;Computer & Communication Sciences
1;Ireland;Italy;Journal of Computer Security;Computer & Communication Sciences
3;Ireland;United Kingdom;Journal of Computer Security;Computer & Communication Sciences
3;Ireland;United States;Journal of Computer Security;Computer & Communication Sciences
1;Israel;Netherlands;Journal of Computer Security;Computer & Communication Sciences
1;Israel;South Africa;Journal of Computer Security;Computer & Communication Sciences
2;Italy;Luxembourg;Journal of Computer Security;Computer & Communication Sciences
8;Italy;Netherlands;Journal of Computer Security;Computer & Communication Sciences
1;Italy;Spain;Journal of Computer Security;Computer & Communication Sciences
10;Italy;Switzerland;Journal of Computer Security;Computer & Communication Sciences
21;Italy;United Kingdom;Journal of Computer Security;Computer & Communication Sciences
68;Italy;United States;Journal of Computer Security;Computer & Communication Sciences
3;Italy;Vietnam;Journal of Computer Security;Computer & Communication Sciences
2;Japan;Netherlands;Journal of Computer Security;Computer & Communication Sciences
1;Japan;Singapore;Journal of Computer Security;Computer & Communication Sciences
3;Japan;United States;Journal of Computer Security;Computer & Communication Sciences
2;Lebanon;Qatar;Journal of Computer Security;Computer & Communication Sciences
1;Lebanon;United States;Journal of Computer Security;Computer & Communication Sciences
1;Luxembourg;United Kingdom;Journal of Computer Security;Computer & Communication Sciences
2;Netherlands;South Africa;Journal of Computer Security;Computer & Communication Sciences
6;Netherlands;Switzerland;Journal of Computer Security;Computer & Communication Sciences
4;Netherlands;United Kingdom;Journal of Computer Security;Computer & Communication Sciences
2;Netherlands;United States;Journal of Computer Security;Computer & Communication Sciences
2;Norway;Spain;Journal of Computer Security;Computer & Communication Sciences
1;Portugal;United Kingdom;Journal of Computer Security;Computer & Communication Sciences
3;Portugal;United States;Journal of Computer Security;Computer & Communication Sciences
7;Qatar;United States;Journal of Computer Security;Computer & Communication Sciences
3;Romania;United States;Journal of Computer Security;Computer & Communication Sciences
2;Russia;Saudi Arabia;Journal of Computer Security;Computer & Communication Sciences
4;Russia;United Kingdom;Journal of Computer Security;Computer & Communication Sciences
10;Russia;United States;Journal of Computer Security;Computer & Communication Sciences
1;Saudi Arabia;United Kingdom;Journal of Computer Security;Computer & Communication Sciences
6;Saudi Arabia;United States;Journal of Computer Security;Computer & Communication Sciences
2;Singapore;Sweden;Journal of Computer Security;Computer & Communication Sciences
13;Singapore;United States;Journal of Computer Security;Computer & Communication Sciences
5;South Korea;United States;Journal of Computer Security;Computer & Communication Sciences
1;Spain;Switzerland;Journal of Computer Security;Computer & Communication Sciences
2;Spain;United Kingdom;Journal of Computer Security;Computer & Communication Sciences
3;Sweden;Switzerland;Journal of Computer Security;Computer & Communication Sciences
1;Sweden;United Kingdom;Journal of Computer Security;Computer & Communication Sciences
9;Sweden;United States;Journal of Computer Security;Computer & Communication Sciences
9;Switzerland;United Kingdom;Journal of Computer Security;Computer & Communication Sciences
12;Switzerland;United States;Journal of Computer Security;Computer & Communication Sciences
30;United Kingdom;United States;Journal of Computer Security;Computer & Communication Sciences
1;United Kingdom;Vietnam;Journal of Computer Security;Computer & Communication Sciences
14;Belgium;Greece;Journal of Embedded Computing;Computer & Communication Sciences
6;Belgium;Netherlands;Journal of Embedded Computing;Computer & Communication Sciences
4;Belgium;Spain;Journal of Embedded Computing;Computer & Communication Sciences
3;Brazil;Germany;Journal of Embedded Computing;Computer & Communication Sciences
2;China;South Korea;Journal of Embedded Computing;Computer & Communication Sciences
7;China;United States;Journal of Embedded Computing;Computer & Communication Sciences
2;Denmark;France;Journal of Embedded Computing;Computer & Communication Sciences
1;France;United Kingdom;Journal of Embedded Computing;Computer & Communication Sciences
2;France;United States;Journal of Embedded Computing;Computer & Communication Sciences
5;Germany;Hungary;Journal of Embedded Computing;Computer & Communication Sciences
4;Greece;Spain;Journal of Embedded Computing;Computer & Communication Sciences
6;Hong Kong;United States;Journal of Embedded Computing;Computer & Communication Sciences
1;India;United States;Journal of Embedded Computing;Computer & Communication Sciences
1;Italy;Romania;Journal of Embedded Computing;Computer & Communication Sciences
1;Italy;Switzerland;Journal of Embedded Computing;Computer & Communication Sciences
3;Italy;United States;Journal of Embedded Computing;Computer & Communication Sciences
4;Japan;United States;Journal of Embedded Computing;Computer & Communication Sciences
9;South Korea;United States;Journal of Embedded Computing;Computer & Communication Sciences
7;Spain;United States;Journal of Embedded Computing;Computer & Communication Sciences
5;Taiwan;United States;Journal of Embedded Computing;Computer & Communication Sciences
1;United Kingdom;United States;Journal of Embedded Computing;Computer & Communication Sciences
27;Albania;Japan;Journal of High Speed Networks;Computer & Communication Sciences
5;Albania;Spain;Journal of High Speed Networks;Computer & Communication Sciences
1;Albania;United States;Journal of High Speed Networks;Computer & Communication Sciences
1;Algeria;Canada;Journal of High Speed Networks;Computer & Communication Sciences
3;Algeria;France;Journal of High Speed Networks;Computer & Communication Sciences
3;Algeria;Qatar;Journal of High Speed Networks;Computer & Communication Sciences
7;Australia;Bangladesh;Journal of High Speed Networks;Computer & Communication Sciences
4;Australia;China;Journal of High Speed Networks;Computer & Communication Sciences
3;Australia;France;Journal of High Speed Networks;Computer & Communication Sciences
7;Australia;Iran;Journal of High Speed Networks;Computer & Communication Sciences
3;Australia;United States;Journal of High Speed Networks;Computer & Communication Sciences
2;Austria;Italy;Journal of High Speed Networks;Computer & Communication Sciences
2;Brazil;Hong Kong;Journal of High Speed Networks;Computer & Communication Sciences
6;Brazil;United States;Journal of High Speed Networks;Computer & Communication Sciences
1;Canada;China;Journal of High Speed Networks;Computer & Communication Sciences
5;Canada;India;Journal of High Speed Networks;Computer & Communication Sciences
4;Canada;Ireland;Journal of High Speed Networks;Computer & Communication Sciences
3;Canada;Japan;Journal of High Speed Networks;Computer & Communication Sciences
2;Canada;Kuwait;Journal of High Speed Networks;Computer & Communication Sciences
1;Canada;Switzerland;Journal of High Speed Networks;Computer & Communication Sciences
8;Canada;United States;Journal of High Speed Networks;Computer & Communication Sciences
4;China;Luxembourg;Journal of High Speed Networks;Computer & Communication Sciences
5;China;Singapore;Journal of High Speed Networks;Computer & Communication Sciences
1;China;Spain;Journal of High Speed Networks;Computer & Communication Sciences
5;China;United Kingdom;Journal of High Speed Networks;Computer & Communication Sciences
5;C“te d'Ivoire;Tunisia;Journal of High Speed Networks;Computer & Communication Sciences
6;Egypt;Saudi Arabia;Journal of High Speed Networks;Computer & Communication Sciences
3;France;Italy;Journal of High Speed Networks;Computer & Communication Sciences
1;France;Spain;Journal of High Speed Networks;Computer & Communication Sciences
2;France;Taiwan;Journal of High Speed Networks;Computer & Communication Sciences
3;France;United Kingdom;Journal of High Speed Networks;Computer & Communication Sciences
2;France;United States;Journal of High Speed Networks;Computer & Communication Sciences
3;Germany;Italy;Journal of High Speed Networks;Computer & Communication Sciences
1;Germany;United States;Journal of High Speed Networks;Computer & Communication Sciences
2;Hong Kong;Taiwan;Journal of High Speed Networks;Computer & Communication Sciences
7;Hong Kong;United States;Journal of High Speed Networks;Computer & Communication Sciences
1;Hungary;Italy;Journal of High Speed Networks;Computer & Communication Sciences
1;Hungary;United States;Journal of High Speed Networks;Computer & Communication Sciences
2;India;Italy;Journal of High Speed Networks;Computer & Communication Sciences
5;India;Japan;Journal of High Speed Networks;Computer & Communication Sciences
2;India;Jordan;Journal of High Speed Networks;Computer & Communication Sciences
4;India;Taiwan;Journal of High Speed Networks;Computer & Communication Sciences
9;India;United States;Journal of High Speed Networks;Computer & Communication Sciences
1;India;Yemen;Journal of High Speed Networks;Computer & Communication Sciences
3;Iran;Iraq;Journal of High Speed Networks;Computer & Communication Sciences
4;Iran;United States;Journal of High Speed Networks;Computer & Communication Sciences
1;Iraq;United States;Journal of High Speed Networks;Computer & Communication Sciences
2;Ireland;United Kingdom;Journal of High Speed Networks;Computer & Communication Sciences
2;Ireland;United States;Journal of High Speed Networks;Computer & Communication Sciences
8;Israel;United States;Journal of High Speed Networks;Computer & Communication Sciences
2;Italy;Jordan;Journal of High Speed Networks;Computer & Communication Sciences
4;Italy;Spain;Journal of High Speed Networks;Computer & Communication Sciences
5;Italy;United States;Journal of High Speed Networks;Computer & Communication Sciences
1;Japan;Poland;Journal of High Speed Networks;Computer & Communication Sciences
10;Japan;Spain;Journal of High Speed Networks;Computer & Communication Sciences
8;Japan;United States;Journal of High Speed Networks;Computer & Communication Sciences
4;Jordan;United Arab Emirates;Journal of High Speed Networks;Computer & Communication Sciences
4;Malaysia;Saudi Arabia;Journal of High Speed Networks;Computer & Communication Sciences
1;Malaysia;United Kingdom;Journal of High Speed Networks;Computer & Communication Sciences
1;Norway;Sweden;Journal of High Speed Networks;Computer & Communication Sciences
1;Poland;Spain;Journal of High Speed Networks;Computer & Communication Sciences
1;Poland;Sweden;Journal of High Speed Networks;Computer & Communication Sciences
2;Portugal;United States;Journal of High Speed Networks;Computer & Communication Sciences
1;Russia;Singapore;Journal of High Speed Networks;Computer & Communication Sciences
1;Russia;Switzerland;Journal of High Speed Networks;Computer & Communication Sciences
2;Saudi Arabia;United Kingdom;Journal of High Speed Networks;Computer & Communication Sciences
3;South Korea;Turkey;Journal of High Speed Networks;Computer & Communication Sciences
5;South Korea;United States;Journal of High Speed Networks;Computer & Communication Sciences
1;Spain;Sweden;Journal of High Speed Networks;Computer & Communication Sciences
1;Switzerland;United States;Journal of High Speed Networks;Computer & Communication Sciences
1;Taiwan;Turkey;Journal of High Speed Networks;Computer & Communication Sciences
6;Taiwan;United States;Journal of High Speed Networks;Computer & Communication Sciences
4;Turkey;United States;Journal of High Speed Networks;Computer & Communication Sciences
2;United Kingdom;United States;Journal of High Speed Networks;Computer & Communication Sciences
9;Albania;China;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
63;Albania;Pakistan;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
9;Albania;Romania;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
18;Albania;Saudi Arabia;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
18;Albania;Turkey;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
12;Algeria;China;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
69;Algeria;France;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
45;Algeria;Pakistan;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
24;Algeria;Qatar;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
126;Algeria;Saudi Arabia;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
27;Algeria;Tunisia;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
21;Algeria;United Kingdom;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
9;Algeria;Yemen;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
21;Argentina;Ecuador;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
42;Argentina;France;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
18;Argentina;Mexico;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
39;Argentina;Spain;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
12;Australia;Brazil;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
9;Australia;Canada;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
129;Australia;Chile;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
1002;Australia;China;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
33;Australia;Colombia;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
9;Australia;Czechia;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
27;Australia;France;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
51;Australia;Hong Kong;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
24;Australia;Hungary;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
282;Australia;India;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
42;Australia;Iran;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
18;Australia;Italy;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
30;Australia;Japan;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
21;Australia;Kazakhstan;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
39;Australia;Malaysia;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
81;Australia;Mexico;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
9;Australia;Netherlands;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
42;Australia;Pakistan;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
84;Australia;Poland;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
30;Australia;Romania;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
15;Australia;Russia;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
18;Australia;South Korea;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
129;Australia;Spain;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
24;Australia;Sri Lanka;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
24;Australia;Turkey;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
78;Australia;United Kingdom;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
189;Australia;United States;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
57;Australia;Vietnam;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
48;Austria;China;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
21;Austria;Mexico;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
21;Austria;Spain;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
12;Austria;Turkey;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
18;Austria;United States;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
9;Azerbaijan;Canada;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
39;Azerbaijan;Turkey;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
15;Azerbaijan;United States;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
9;Bahrain;Canada;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
36;Bahrain;China;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
84;Bahrain;Egypt;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
27;Bahrain;India;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
12;Bahrain;Malaysia;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
105;Bahrain;Pakistan;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
81;Bahrain;Saudi Arabia;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
9;Bahrain;Spain;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
9;Bahrain;Sudan;Journal of Intelligent and Fuzzy Systems;Computer & Communication Sciences
